NOMBRE,EQUIPAMIENTO,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,DISTRITO,LATITUD,LONGITUD
Instalación Deportiva Municipal Básica Fuerte de Navidad,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70935ad152322110VgnVCM1000000b205a0aRCRD,FUERTE DE NAVIDAD,CALLE,,LATINA,40.38109378379431,-3.7649408263985062
Instalación Deportiva Municipal Básica Félix Rodríguez de la Fuente,1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94fdf76721491110VgnVCM2000000c205a0aRCRD,FELIX RODRIGUEZ DE LA FUENTE,CALLE,3,MORATALAZ,40.41468322986084,-3.659006026996469
Instalación Deportiva Municipal Básica Galeón,2 Pistas de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7aea0d17980e1110VgnVCM1000000b205a0aRCRD,GALEON,CALLE,3,BARAJAS,40.45591483433643,-3.585897770294804
Instalación Deportiva Municipal Básica Garrovillas,1 Pista de patinaje3 Pistas de petanca1 Pista de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=74cc19b4c3ea2110VgnVCM2000000c205a0aRCRD,GARROVILLAS,PLAZA,S/N,LATINA,40.38011667026133,-3.7790546404419656
Instalación Deportiva Municipal Básica General Millán Astray,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ea55ca87e2b2110VgnVCM1000000b205a0aRCRD,GENERAL MILLAN ASTRAY,CALLE,4,LATINA,40.37937988549198,-3.767909548811197
Instalación Deportiva Municipal Básica Glorieta Avenida San Luis,1 pista polideportiva,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a666553e30f61110VgnVCM1000000b205a0aRCRD,Añastro,CALLE,78,CIUDAD LINEAL,40.4671739676516,-3.6645674105696378
Instalación Deportiva Municipal Básica Glorieta de Segovia,1 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eff43e641a099610VgnVCM1000001d4a900aRCRD,Ciudad de Plasencia,PASEO,,CENTRO,40.41246022343046,-3.714538784977571
Instalación Deportiva Municipal Básica Gran Vía de Hortaleza,1 Pista de patinaje y pista de calva,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4888d5397f9a5310VgnVCM2000000c205a0aRCRD,GRAN VIA DE HORTALEZA,AVENIDA,1,HORTALEZA,40.4647876018932,-3.6596724032712897
Instalación Deportiva Municipal Básica Guadalajara,1 Campo de fútbol (césped artificial)2 Campos de fútbol 7 (césped artificial),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8add2414d35e1110VgnVCM1000000b205a0aRCRD,GUADALAJARA,AVENIDA,S/N,SAN BLAS-CANILLEJAS,40.42048481589473,-3.618277425225656
Instalación Deportiva Municipal Básica Hermanos Trueba,1 Pista de fútbol sala2 Pistas de baloncesto1 Pista de voleibol,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eba13c5ea1db2110VgnVCM1000000b205a0aRCRD,HERMANOS TRUEBA,CALLE,30,PUENTE DE VALLECAS,40.38569029812835,-3.662458124992885
Instalación Deportiva Municipal Básica Hogar del Ferroviario,1 Campo de fútbol 7,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bed787f05d91110VgnVCM2000000c205a0aRCRD,MEDITERRANEO,AVENIDA,S/N,MORATALAZ,40.40695911649336,-3.6611698838232103
Instalación Deportiva Municipal Básica Hornero,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3000c904fba65110VgnVCM1000000b205a0aRCRD,HORNERO,CALLE,1,CARABANCHEL,40.38821661890276,-3.72057984361246
Instalación Deportiva Municipal Básica Huerta de la Salud,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcd3ced208a51110VgnVCM1000000b205a0aRCRD,ALCOBENDAS,CALLE,3,HORTALEZA,40.47505435038131,-3.642315547728054
Instalación Deportiva Municipal Básica Illescas,1 Pista de petanca,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcd8f1723a784110VgnVCM1000000b205a0aRCRD,ILLESCAS,CALLE,,LATINA,40.39727663517988,-3.7659134453115457
Instalación Deportiva Municipal Básica Imagen,2 Pistas de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea338ad3672c2110VgnVCM1000000b205a0aRCRD,IMAGEN,CALLE,23,PUENTE DE VALLECAS,40.38336275152153,-3.667713277656222
Instalación Deportiva Municipal Básica Isabel Patacón,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3541ddee16b41110VgnVCM1000000b205a0aRCRD,ISABEL PATACON,CALLE,S/N,CARABANCHEL,40.3703691110204,-3.747622431727254
Instalación Deportiva Municipal Básica Isla de Tabarca,Campo de fútbol (césped artificial).  Pista de fútbol 11 (césped artificial).  Pista de baloncesto. 3 pistas de baloncesto 3x3.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b1898d6f7291110VgnVCM2000000c205a0aRCRD,SANTIAGO DE COMPOSTELA,CALLE,104,FUENCARRAL-EL PARDO,40.47680954600072,-3.720853707202184
Instalación Deportiva Municipal Básica Iván de Vargas,Superficie:  800 m2 Equipamientos: 1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a188ff806a41110VgnVCM1000000b205a0aRCRD,IVAN DE VARGAS,TRAVESIA,4,CARABANCHEL,40.40279748246847,-3.724235302224272
Instalación Deportiva Municipal Básica Jacinto Verdaguer,Superficie: 1.200 m2  Equipamientos:    1 Pista de baloncesto 1 Pista de fútbol sala 1 Pista de patinaje 2 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09f5db6d12b41110VgnVCM1000000b205a0aRCRD,JACINTO VERDAGUER,CALLE,17,CARABANCHEL,40.395564824892936,-3.716746133835096
Instalación Deportiva Municipal Básica Jardines Alhambra,1 Pista de patinaje2 Pistas de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cee8fa983e12110VgnVCM1000000b205a0aRCRD,ALHAMBRA,CALLE,,LATINA,40.40293756394919,-3.744730107197148
Instalación Deportiva Municipal Básica Jardines General Fanjul,2 Pistas de fútbol sala1 Pista de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6c2ad4612e12110VgnVCM1000000b205a0aRCRD,LAS AGUILAS,AVENIDA,,LATINA,40.385197861740814,-3.761902410218776
Instalación Deportiva Municipal Básica Jardines Vía Carpetana,1 Pista de patinaje.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c89910d87c902110VgnVCM1000000b205a0aRCRD,VIA CARPETANA,CALLE,S/N,LATINA,40.39252376178335,-3.74182286496722
Instalación Deportiva Municipal Básica Jardines de Bucaramanga,2 Pistas de baloncesto 3x3 2  Pistas de bolos y petanca 1 Pista de chito 1 Tenis de mesa,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b769fbdc8e61110VgnVCM1000000b205a0aRCRD,BUCARAMANGA,AVENIDA,2,HORTALEZA,40.47216617986823,-3.638781934703648
Instalación Deportiva Municipal Básica Jardín Canarias,1 Pista de bolos 3 Pistas de petanca,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b06e4148dde0110VgnVCM1000000b205a0aRCRD,CANARIAS,CALLE,19,ARGANZUELA,40.40224012314781,-3.694673997707994
Instalación Deportiva Municipal Básica Jardín Chico de la Eterna Sonrisa,Circuito de calistenia,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fab123eab8248810VgnVCM1000001d4a900aRCRD,LA RIOJA,CALLE,25,BARAJAS,40.45957494865393,-3.585736377839529
Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,2 Pistas de tenis 2 Pistas de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46864e10924d8210VgnVCM2000000c205a0aRCRD,ARGANDA,CALLE,3,ARGANZUELA,40.40021085294591,-3.708405149944905
Instalación Deportiva Municipal Básica Jardín de Portugalete,1 Pista de Baloncesto,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e463c00a6a51110VgnVCM1000000b205a0aRCRD,ULISES,CALLE,23,HORTALEZA,40.45739950911607,-3.653455421613813
Instalación Deportiva Municipal Básica Jazmin,Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=054de22597bed210VgnVCM1000000b205a0aRCRD,JAZMIN,CALLE,36,CIUDAD LINEAL,40.47862144632099,-3.6666387122877055
Instalación Deportiva Municipal Básica Jesús Aprendiz,1 Pista de Baloncesto1 Pista de Fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcf31cb097c01110VgnVCM1000000b205a0aRCRD,ANTONIO DIAZ-CAÑABATE,CALLE,9,RETIRO,40.40922156877915,-3.671905186964673
Instalación Deportiva Municipal Básica Jesús Divino Obrero,1 Pista de fútbol sala cubierto 2 Pistas de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40a294617fcb2110VgnVCM1000000b205a0aRCRD,HUMANES,CALLE,10,PUENTE DE VALLECAS,40.39550954906577,-3.6481442409812352
Instalación Deportiva Municipal Básica Joaquín Ibarra,1 Pista de baloncesto1 Pista de voleibol,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f15c4dfc1bd1110VgnVCM1000000b205a0aRCRD,JOAQUIN IBARRA,CALLE,S/N,BARAJAS,40.45993921141184,-3.593481240325868
Instalación Deportiva Municipal Básica José Durán,1 Pista de atletismo 1 Campo de fútbol 11 de césped artificial 3 Pistas polideportivas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07c43faf12d96210VgnVCM2000000c205a0aRCRD,PARQUE DE PALOMERAS BAJAS,AVENIDA,10,PUENTE DE VALLECAS,40.3805444480093,-3.664316183074008
Instalación Deportiva Municipal Básica José Luis Sánchez Juez (antiguo Los Coronales),1 Campo de fútbol 11 (césped artificial),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c46e6210e00e1110VgnVCM1000000b205a0aRCRD,BAHIA DE MALAGA,CALLE,5,BARAJAS,40.46697124729341,-3.596008451250797
Instalación Deportiva Municipal Básica José de Cadalso,1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe5ee4c9d1322110VgnVCM1000000b205a0aRCRD,JOSE DE CADALSO,CALLE,,LATINA,40.37780868617553,-3.768531953881764
Instalación Deportiva Municipal Básica José de Pasamonte,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0bdbc9ba6f391110VgnVCM2000000c205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,51,MORATALAZ,40.411890813674326,-3.646167263941804
Instalación Deportiva Municipal Básica Juan Clemente Núñez,1 Pista de fútbol sala,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6655dec5c4961110VgnVCM1000000b205a0aRCRD,JUAN CLEMENTE,CALLE,1,HORTALEZA,40.46196292860933,-3.6269611631430982
Instalación Deportiva Municipal Básica Juan de Mariana,1 Pista de fútbol-sala 2 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b0c99b364bee0110VgnVCM1000000b205a0aRCRD,JUAN DE MARIANA,CALLE,8,ARGANZUELA,40.39848428796214,-3.686975938494456
Instalación Deportiva Municipal Básica Juan de Vera,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13ff1263d5d84110VgnVCM1000000b205a0aRCRD,CASAR DE CACERES,PLAZA,,ARGANZUELA,40.39617174301425,-3.6925495357594422
Instalación Deportiva Municipal Básica Julián González,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a39181f05ba65110VgnVCM1000000b205a0aRCRD,JULIAN GONZALEZ,CALLE,4,CARABANCHEL,40.39866543915771,-3.719406801437597
Instalación Deportiva Municipal Básica La Cabrera,1 Campo de fútbol (césped artificial). 2 Pistas de fútbol sala (césped artificial). 1 Minipitch 2 Tenis de Mesa.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fafb36f24b291110VgnVCM2000000c205a0aRCRD,LA CABRERA,CALLE,33,FUENCARRAL-EL PARDO,40.4721901295831,-3.719058403445219
Instalación Deportiva Municipal Básica La Chimenea,1 Campo de fútbol 11 de césped artificial,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7c1baac93dd1110VgnVCM1000000b205a0aRCRD,VALLANDES,CALLE,5,USERA,40.39095814922708,-3.70404293417357
Instalación Deportiva Municipal Básica La Chopera,1 Pista de fútbol sala1 Campo de fútbol (césped artificial),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cff93375e201110VgnVCM1000000b205a0aRCRD,ESCULTOR PERESEJO,CALLE,86,MONCLOA-ARAVACA,40.45324709621828,-3.791691917222304
Instalación Deportiva Municipal Básica La Diligencia,Pistas de tenis,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48a82246ce7e5310VgnVCM2000000c205a0aRCRD,DILGENCIA,CALLE,7,PUENTE DE VALLECAS,40.3906112368466,-3.658959835961348
Instalación Deportiva Municipal Básica La Mancha,2 Pistas de tenis de mesa.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3ada2c4720e1110VgnVCM1000000b205a0aRCRD,TOMELLOSO,CALLE,21,USERA,40.3806576674271,-3.698610830055276
Instalación Deportiva Municipal Básica La Masó,15 pistas de pádel.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32fe94a5989e0110VgnVCM1000000b205a0aRCRD,LA MASO,CALLE,34,FUENCARRAL-EL PARDO,40.48996671214207,-3.7143866142884456
Instalación Deportiva Municipal Básica La Perla,1 Campo de fútbol 11 de césped artificial 1 Pista de fútbol sala 4 Pistas de pádel,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93832246ce7e5310VgnVCM2000000c205a0aRCRD,CORINDON,CALLE,3,USERA,40.36727724832333,-3.689921583041418
Instalación Deportiva Municipal Básica Laminador de Tormentas - Valdebebas,4 Pistas polideportivas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57c9d0a0401de610VgnVCM2000001f4a900aRCRD,Antonio Flórez s/n esquina avenida Francisco Javier Sáenz de Oiza,calle,,HORTALEZA,40.48903405047351,-3.641820720294248
Instalación Deportiva Municipal Básica Las Rosas,1 patinódromo,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f50bc36145f5310VgnVCM1000000b205a0aRCRD,NIZA,AVENIDA,s/n,SAN BLAS-CANILLEJAS,40.42658241694823,-3.606662437467681
Instalación Deportiva Municipal Básica Las Vistillas,1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80725ad0e8099610VgnVCM1000001d4a900aRCRD,GABRIEL MIRO,PLAZA,,CENTRO,40.41246022343046,-3.714538784977571
Instalación Deportiva Municipal Básica Lili Alvarez,1 Campo de fútbol (césped artificial)1 Campo de fútbol 7 (césped artificial)4 Pistas de Padel1 Pista de baloncesto1 Pista de voleibol,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca52a4e24891110VgnVCM2000000c205a0aRCRD,LA RIVIERA,CALLE,4,MORATALAZ,40.405822647416606,-3.629115151051316
Instalación Deportiva Municipal Básica Lonja de la Seda,1 Pista polideportiva1 Campo de baloncesto1 Pista de patinaje1 Pista de petanca,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18bad4e69dde8210VgnVCM2000000c205a0aRCRD,LONJA DE LA SEDA,CALLE,32,CARABANCHEL,40.36596587926967,-3.762461273109024
Instalación Deportiva Municipal Básica Los Arbolitos,1 Campo de fútbol 1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=569c1939773b2110VgnVCM1000000b205a0aRCRD,RONDA SUR,INST. DEPORTIVA BASICA,,PUENTE DE VALLECAS,40.37450207612977,-3.6633079961864072
Instalación Deportiva Municipal Básica Los Caprichos,EQUIPAMIENTOS    Unidades Deportivas al Aire Libre 2 Pistas de Tenis (1 con luz y otra sin luz) - 4 Pistas de Pádel - 1 Pista de Fútbol Sala (sin luz) - 2 Pistas de Baloncesto (sin luz)  Unidades Deportivas Cubiertas Sala Multiusos de Fitness Aeróbico,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2370e840d2b2110VgnVCM1000000b205a0aRCRD,CAPRICHOS,AVENIDA,1,LATINA,40.40579744690797,-3.7285454246920935
Instalación Deportiva Municipal Básica Los Cármenes,2 Campos de fútbol (de tierra) 1 Pista de baloncesto 1 Pista de fútbol sala 1 Pista polideportiva (1 baloncesto y 4 voleibol) Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc2abbcdb9902110VgnVCM1000000b205a0aRCRD,ALHAMBRA,CALLE,35,LATINA,40.39746568039038,-3.743856743935349
Instalación Deportiva Municipal Básica Los Llanos,1 Zona de calistenia 2 Pistas de tenis,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86b38e71e6e61110VgnVCM1000000b205a0aRCRD,FLORENCIO CASTILLO,CALLE,3,HORTALEZA,40.46090530019893,-3.627454138352421
Instalación Deportiva Municipal Básica Los Morales,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12af8ea1ffde8210VgnVCM2000000c205a0aRCRD,MORALES,CALLE,31,CARABANCHEL,40.360499290126505,-3.764896432162963
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad I,1 Campo de fútbol Sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05088ea1ffde8210VgnVCM2000000c205a0aRCRD,PATRIMONIO DE LA HUMANIDAD,CALLE,37,CARABANCHEL,40.36210281029443,-3.763548377327485
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad II,2 Pistas de petanca1 Pista de chito.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a06c64a0ee8210VgnVCM2000000c205a0aRCRD,MORALES,CALLE,,CARABANCHEL,40.36018168641368,-3.762513874140488
Instalación Deportiva Municipal Básica Los Poblados,1 Campo de fútbol1 Pista de baloncesto1 Pista de fútbol sala1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5456d915a1f65110VgnVCM1000000b205a0aRCRD,POBLADOS,AVENIDA,,CARABANCHEL,40.37350468781611,-3.7377388304920633
Instalación Deportiva Municipal Básica Los Rosales I,1 Pista de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6912f12fa4f61110VgnVCM1000000b205a0aRCRD,LOS ROSALES,AVENIDA,131,VILLAVERDE,40.35175390495651,-3.677834634453844
Instalación Deportiva Municipal Básica Lucano,1 Campo de fútbol1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2675edf4b85e1110VgnVCM1000000b205a0aRCRD,LUCANO,CALLE,,SAN BLAS-CANILLEJAS,40.439035523688,-3.6095923854429737
Instalación Deportiva Municipal Básica Luis Buitrago,1 Pista de baloncesto 1 Pista de fútbol sala 1 Pista de patinaje 1 Rocódromo,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a11d575cf5f61110VgnVCM1000000b205a0aRCRD,LUIS BUITRAGO,CALLE,7,HORTALEZA,40.473376533828,-3.6511329371430814
Instalación Deportiva Municipal Básica Luis Mitjans,1 Pista de Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb98ef23df201110VgnVCM1000000b205a0aRCRD,LUIS MITJANS,CALLE,15,RETIRO,40.4013474319257,-3.6703892095738806
Instalación Deportiva Municipal Básica Lyon - Flandes,1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c07867f7e791110VgnVCM2000000c205a0aRCRD,LYON,CALLE,"136 (c/v Calle Flandes, 4 posterior)",MORATALAZ,40.40823993397687,-3.6302454961405033
Instalación Deportiva Municipal Básica Machupichu,Pista de fútbol sala (cubierta). Pista polideportiva.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0245e57e04f61110VgnVCM1000000b205a0aRCRD,MACHUPICHU,AVENIDA,50,HORTALEZA,40.46090954739925,-3.6313861722687983
Instalación Deportiva Municipal Básica Madrid - Las Tablas,Pista de baloncesto. Campo de fútbol 7. Pista de hockey.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0551a2d399a05310VgnVCM1000000b205a0aRCRD,FROMISTA,CALLE,5,FUENCARRAL-EL PARDO,40.50932926920616,-3.677183246701732
Instalación Deportiva Municipal Básica Madrid Sur,Pistas de Tenis,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11d6395961e4f010VgnVCM2000000c205a0aRCRD,PUERTO DE VELATE,CALLE,18,PUENTE DE VALLECAS,40.38353838821057,-3.657500728121157
Instalación Deportiva Municipal Básica Mallorca,2 Pistas de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e958d66a1891110VgnVCM1000000b205a0aRCRD,AGASTIA,CALLE,,CIUDAD LINEAL,40.44315431642945,-3.647398076003828
Instalación Deportiva Municipal Básica Manizales,1 Pista de fútbol sala,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7bdcf0980a61110VgnVCM1000000b205a0aRCRD,GALAPA,CALLE,10,HORTALEZA,40.47408401293854,-3.638977064178449
Instalación Deportiva Municipal Básica Mar de Japón,1 Pista de Patinaje,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7edd9bddb2a61110VgnVCM1000000b205a0aRCRD,MAR DEL JAPON,CALLE,7,HORTALEZA,40.47319613951648,-3.641504969656448
Instalación Deportiva Municipal Básica Maracena,1 Pista de balonmano,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddbf9695ed9e1110VgnVCM1000000b205a0aRCRD,MARACENA,CALLE,1,USERA,40.36926754309533,-3.6975509077822384
Instalación Deportiva Municipal Básica Maris Stella,1 Campo de fútbol 11 de césped artificial,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7216210e00e1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,18,USERA,40.37561971602255,-3.703376726464257
