NOMBRE,EQUIPAMIENTO,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,DISTRITO,LATITUD,LONGITUD
Instalación Deportiva Municipal Básica Cerro Negro,1 Pista de baloncesto. 2 Pistas de bolos y petanca. 1 Pista de patinaje Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=965a3906b2f0b210VgnVCM2000000c205a0aRCRD,CERRO NEGRO,CALLE,5,RETIRO,40.396646655094365,-3.671603413540554
Instalación Deportiva Municipal Básica Circuito Natural Footing Retiro,1 Circuito de Footing,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2fb7dff2c201110VgnVCM1000000b205a0aRCRD,EL RETIRO,PARQUE,,RETIRO,40.4152672609971,-3.688643512378128
Instalación Deportiva Municipal Básica Circuito de Footing Casa de Campo,"Circuito de footing con un recorrido de 2,5 Km.- Arranca desde el aparcamiento del Lago hasta el Pinar de las Siete Hermanas y vuelta por la antigua acequia hasta el punto de partida. No cruza ninguna vía de automóviles.- Contiene 14 estaciones distintas con aparatos para la realización de ejercicios.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f584f36ff81c010VgnVCM1000000b205a0aRCRD,CASA DE CAMPO,PARQUE,,MONCLOA-ARAVACA,40.42045376372811,-3.733041347187696
Instalación Deportiva Municipal Básica Ciudad Pegaso I,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84865f45475e1110VgnVCM1000000b205a0aRCRD,UNO,CALLE,S/N,SAN BLAS-CANILLEJAS,40.44951110145051,-3.594391876070514
Instalación Deportiva Municipal Básica Ciudad Pegaso II,3 Pistas de Petanca,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b161816485e1110VgnVCM1000000b205a0aRCRD,SEIS,CALLE,S/N,SAN BLAS-CANILLEJAS,40.448330002444166,-3.5945701505778493
Instalación Deportiva Municipal Básica Ciudad Pegaso III,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=296b65815aae1110VgnVCM1000000b205a0aRCRD,ONCE,CALLE,S/N,SAN BLAS-CANILLEJAS,40.44455842139296,-3.593947323119205
Instalación Deportiva Municipal Básica Ciudad de Los Ángeles,2 Pistas de baloncesto1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f346588fd3471110VgnVCM1000000b205a0aRCRD,ANOETA,CALLE,S/N,VILLAVERDE,40.35283994612291,-3.698205911976654
Instalación Deportiva Municipal Básica Clara del Rey,Pista polideportiva con marcajes de fútbol-sala.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66bb7626aad81110VgnVCM1000000b205a0aRCRD,CLARA DEL REY,CALLE,61,CHAMARTIN,40.44656763308464,-3.668173275110258
Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,6 Pistas de bolos y petanca,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50be891a12165310VgnVCM2000000c205a0aRCRD,SILVANO,CALLE,63,HORTALEZA,40.45949540975727,-3.6427781663423575
Instalación Deportiva Municipal Básica Club de Petanca Peonias,3 Pistas de bolos y petanca,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47cd4c43e20de610VgnVCM2000001f4a900aRCRD,PEONIAS,CALLE,2,HORTALEZA,40.45064086472342,-3.617909238515176
Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),1 Campo de fútbol,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca0c7f53bed210VgnVCM1000000b205a0aRCRD,SAN LAMBERTO,CALLE,s/n,CIUDAD LINEAL,40.42244010701552,-3.6494391609819576
Instalación Deportiva Municipal Básica Cocheras (Retiro),2 Pistas de baloncesto 2 Pistas de patinaje (bajo el puente de Doctor Esquerdo) Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4405ad5b81301110VgnVCM1000000b205a0aRCRD,COCHERAS,CALLE,1,RETIRO,40.40067337688741,-3.676298173141196
Instalación Deportiva Municipal Básica Colombia,1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD,COLOMBIA,CALLE,59,CHAMARTIN,40.457759787152014,-3.669215880508611
Instalación Deportiva Municipal Básica Colonia Euskalduna,2 Pistas de fútbol sala.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,HERMANDAD DE DONANTES DE SANGRE,CALLE,7,VILLAVERDE,40.35456935043359,-3.699754645665144
Instalación Deportiva Municipal Básica Colonia Marconi,2 Pistas de tenis4 Frontones cortos1 Pista polideportiva1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD,MARCONI,AVENIDA,s/n,VILLAVERDE,40.33393325295466,-3.6931253996834856
Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,2 Pistas Polideportivas.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD,ROCAFORT,CALLE,s/n,VILLAVERDE,40.34108883895775,-3.6897253636919576
Instalación Deportiva Municipal Básica Colonia Sierra del Valle,1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,PAYASO FOFO,CALLE,9,PUENTE DE VALLECAS,40.39053322411197,-3.660146864620817
Instalación Deportiva Municipal Básica Colonia los Taxistas,2 Pistas de baloncesto 2 Pistas de fútbol sala 1 Rocódromo 1 Pista de tenis de mesa,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD,SIERRA DE CUERDA LARGA,CALLE,41,PUENTE DE VALLECAS,40.3996321152037,-3.656701126130349
Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),1 Campo de fútbol 2 Campos de fútbol 7 (césped artificial) 2 Pistas de polideportivas (baloncesto y ecuavoley) Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD,CUART DE POBLET,CALLE,6,LATINA,40.39717971610274,-3.75185460918738
Instalación Deportiva Municipal Básica Conde Duque,1 Pista de fútbol sala 1 Pista de bolos y petanca 1 Pista de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD,SANTA CRUZ DE MARCENADO,CALLE,21,CENTRO,40.42890457185098,-3.710390334447589
Instalación Deportiva Municipal Básica Condesa de Venadito,1 Pista de fútbol sala 1 Pista de baloncesto 1 Pista BMX Flatland 1 Pista Skate,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD,CONDESA DE VENADITO,CALLE,7,CIUDAD LINEAL,40.44505998039654,-3.652958563116748
Instalación Deportiva Municipal Básica Cordel de Pavones,Frontón2 Pistas de baloncesto2 Pistas polideportivasMinibasket,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,11,VICALVARO,40.39990644210208,-3.618584055837224
Instalación Deportiva Municipal Básica Cordel de Pavones I,1 Pista de tenis 4 Pistas de pádel 3 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,9,VICALVARO,40.40930182229157,-3.608605091516184
Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,2 Pistas de baloncestoPista de fútbol sala.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD,CORREGIDOR DIEGO DE VALDERRABANO,CALLE,24,MORATALAZ,40.40940474947577,-3.6588602502598873
Instalación Deportiva Municipal Básica Cuevas de Almanzora,Pista de mini basket Pista polideportiva Zona de calistenia,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD,MOJACAR,CALLE,2,HORTALEZA,40.47940888739177,-3.658140197005035
Instalación Deportiva Municipal Básica Cuña Verde (Villaamil),2 Pistas de   baloncesto  2 Pistas polideportivas 3 Tenis de mesa,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf0dfd39c794110VgnVCM1000000b205a0aRCRD,VILLAAMIL,CALLE,12,TETUAN,40.45748732384512,-3.705316749030452
Instalación Deportiva Municipal Básica Cárcavas Oeste I,1 Pista de baloncesto.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD,CARMEN RICO GODOY,CALLE,40,HORTALEZA,40.48013725057699,-3.635430388203537
Instalación Deportiva Municipal Básica Cárcavas Oeste II,1 Pista polideportiva,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c65b0f74158c5310VgnVCM1000000b205a0aRCRD,SAN ANDRES DE RABANEDO,CALLE,1,HORTALEZA,40.48087402947953,-3.634569927305306
Instalación Deportiva Municipal Básica Daniel Casero Gómez (antiguo Sangenjo),Pista de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76e6e08340d35310VgnVCM2000000c205a0aRCRD,SANGENJO,CALLE,42,FUENCARRAL-EL PARDO,40.48884298191689,-3.698554678566628
Instalación Deportiva Municipal Básica David González Rubio - Pradolongo,2 Campos de fútbol 11 de césped artificial  2 Pistas polideportivas  1 Zona de calistenia,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,14,USERA,40.37680339682996,-3.701886974455944
Instalación Deportiva Municipal Básica Dehesa del Príncipe,1 Pista de fútbol sala2 Pistas de petanca,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f06fd8cbe5d22110VgnVCM1000000b205a0aRCRD,ARQUEROS,AVENIDA,29,LATINA,40.37918609042024,-3.795324391950351
Instalación Deportiva Municipal Básica Diana,2 Pistas de baloncesto1 Pista de fútbol - sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c232ee4851bd1110VgnVCM1000000b205a0aRCRD,GALEON,CALLE,25,BARAJAS,40.45721870340052,-3.5845999549053547
Instalación Deportiva Municipal Básica Doctor Cirajas,2 Pistas de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,DOCTOR CIRAJAS,CALLE,3,CIUDAD LINEAL,40.435515856536526,-3.6374563613179753
Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,1 Pista de Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,GASOMETRO,CALLE,32,ARGANZUELA,40.40233909331515,-3.7080621422210975
Instalación Deportiva Municipal Básica Drácena,Pista de hockey sobre patines.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,DRACENA,CALLE,42,CHAMARTIN,40.46425775938073,-3.668784966011135
Instalación Deportiva Municipal Básica Duque de Sevilla,1 Pista de patinaje.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,DUQUE DE SEVILLA,CALLE,1,CHAMARTIN,40.44166603700321,-3.679114249778397
Instalación Deportiva Municipal Básica Echegaray,2 Pistas de baloncestoPista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,ENCOMIENDA DE PALACIOS,CALLE,324,MORATALAZ,40.39720166030288,-3.63557478412475
Instalación Deportiva Municipal Básica El Bosco,1 Pista de fútbol sala,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,EL BOSCO,CALLE,14,PUENTE DE VALLECAS,40.40148296368549,-3.651406031292048
Instalación Deportiva Municipal Básica El Bosque,1 Pista de fútbol sala,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe125696ed551110VgnVCM1000000b205a0aRCRD,GOLMAYO,PLAZA,17,HORTALEZA,40.46714774021119,-3.6618563692082393
Instalación Deportiva Municipal Básica El Capricho I,1 Campo de fútbol (césped artificial)  1 Campo de fútbol 7,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57308be7ed48a210VgnVCM2000000c205a0aRCRD,ALAMEDA DE OSUNA,PASEO,48,BARAJAS,40.45430519267116,-3.599375619694702
Instalación Deportiva Municipal Básica El Capricho II,Pista de baloncesto Pista polideportiva (con marcajes de fútbol sala y balonmano Pista de voleibol,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e154854e492da510VgnVCM2000001f4a900aRCRD,ALAMEDA DE OSUNA,PASEO,46,BARAJAS,40.45424612279451,-3.600342165562562
Instalación Deportiva Municipal Básica El Cruce,2 Pistas polideportivas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD,SANTIAGO AMON,CALLE,6y8,VILLAVERDE,40.34894700358768,-3.693879611293337
Instalación Deportiva Municipal Básica El Espinillo I,1 Pista de patinaje.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD,TERTULIA,CALLE,7,VILLAVERDE,40.361575517254266,-3.6927606788274527
Instalación Deportiva Municipal Básica El Espinillo III,1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c81844c95c9b8210VgnVCM2000000c205a0aRCRD,UNANIMIDAD,CALLE,s/n,VILLAVERDE,40.36157241219842,-3.693278850156952
Instalación Deportiva Municipal Básica El Parque,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6de7849491df0110VgnVCM1000000b205a0aRCRD,COMANDANTE FORTEA,PASEO,25,MONCLOA-ARAVACA,40.42589471749026,-3.731697578357141
Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño,2 Pistas de baloncesto 2 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce8dec5c4961110VgnVCM1000000b205a0aRCRD,PEDROÑERAS (cubierta P.A.R.),CALLE,42,HORTALEZA,40.46725432234968,-3.6309383657037775
Instalación Deportiva Municipal Básica El Torero,1 Pista de baloncesto 1 Pista de patinaje 1 Área de calistenia,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD,TORERO C/V CALLE ANTONIO LÓPEZ,CALLE,10,USERA,40.39227761286618,-3.706318951771014
Instalación Deportiva Municipal Básica El Vandel,1 Campo de fútbol 7 tierra1 Pista de baloncesto1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18feabc170891110VgnVCM2000000c205a0aRCRD,FLORENCIO CANO CRISTOBAL,CALLE,9,MORATALAZ,40.41031893017073,-3.632280273004103
Instalación Deportiva Municipal Básica El Yesero,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=274995356cd96210VgnVCM2000000c205a0aRCRD,EL YESERO,CALLE,1,PUENTE DE VALLECAS,40.38140237449108,-3.6298348671059406
Instalación Deportiva Municipal Básica Electra,1 Pista de baloncesto 1 Pista polideportiva 2 Pistas de chito 1 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b97fcc9ae1110VgnVCM1000000b205a0aRCRD,CRONOS,CALLE,65,SAN BLAS-CANILLEJAS,40.44127421398117,-3.6189277132249833
Instalación Deportiva Municipal Básica Enrique Tierno Galván,Circuito de Footing,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b138d840e4623310VgnVCM2000000c205a0aRCRD,ENRIQUE TIERNO GALVAN,PARQUE,,DISTRITO,40.39487669248672,-3.686126235234665
Instalación Deportiva Municipal Básica Eros,1 Pista de Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcceaba3b9194110VgnVCM1000000b205a0aRCRD,EROS,CALLE,6,ARGANZUELA,40.39352590492843,-3.6801309337036407
Instalación Deportiva Municipal Básica Esfinge,1 Pista de baloncesto1 Pista de fútbol sala14 Pistas de petanca8 Pistas de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e23950eb4ae1110VgnVCM1000000b205a0aRCRD,ESFINGE,CALLE,60,SAN BLAS-CANILLEJAS,40.44229135833031,-3.608914308760063
Instalación Deportiva Municipal Básica Esperanza I - Agrupación Deportiva Esperanza,1 Campo de fútbol 11 (césped artificial con 2 marcajes de F7.1 Pista de fútbol sala  (césped artificial).,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=414fdc7deb551110VgnVCM1000000b205a0aRCRD,SILVANO,CALLE,65,HORTALEZA,40.45993986921884,-3.642319354553547
Instalación Deportiva Municipal Básica Esperanza II,1 Pista polideportiva,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b665f7513a629210VgnVCM1000000b205a0aRCRD,SILVANO,CALLE,61,HORTALEZA,40.45908220260012,-3.643098932325283
Instalación Deportiva Municipal Básica Estanque de las Tormentas,1 Campo de fútbol 7.2 Pistas de fútbol sala.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33d50aa44301110VgnVCM1000000b205a0aRCRD,ARROYO DE POZUELO,CALLE,S/N,MONCLOA-ARAVACA,40.45211512813871,-3.78329373903864
Instalación Deportiva Municipal Básica Estefanita,1 Pista de patinaje.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc6a9ca899ab8210VgnVCM2000000c205a0aRCRD,ESTEFANITA,CALLE,7,VILLAVERDE,40.345660999492566,-3.675218553605332
Instalación Deportiva Municipal Básica Estíbaliz,1 Frontón corto,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7faee49123f61110VgnVCM1000000b205a0aRCRD,ESTIBALIZ,CALLE,30,HORTALEZA,40.469514561623285,-3.6490195041524114
Instalación Deportiva Municipal Básica Euterpe,1 Campo de Fútbol (césped artificial),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5e475944bae1110VgnVCM1000000b205a0aRCRD,EUTERPE,CALLE,1,SAN BLAS-CANILLEJAS,40.44749880003797,-3.5915203945028886
Instalación Deportiva Municipal Básica Eva Duarte,2 Pistas de bolos y petanca 1 Pista de chito 2 Pistas de pádel 3 Pistas de polideportivas 2 Tenis de mesa,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=015e0a47f441f010VgnVCM2000000c205a0aRCRD,DOCTOR GOMEZ ULLA,CALLE,9,SALAMANCA,40.42997423940213,-3.667961859746943
Instalación Deportiva Municipal Básica Evangelios-Almendrales,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=362bfcab645e1110VgnVCM1000000b205a0aRCRD,EVANGELIOS,CALLE,4,USERA,40.38325838287727,-3.70058158190502
Instalación Deportiva Municipal Básica Fermín Caballero,6 Pistas de petanca2 Pistas de chito1 Pista de Patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fc3b3737d35310VgnVCM2000000c205a0aRCRD,FERMIN CABALLERO,CALLE,88,FUENCARRAL-EL PARDO,40.47935162025493,-3.719158405265364
Instalación Deportiva Municipal Básica Francisco Laguna,1 Pista de baloncesto 2 Pistas de fútbol sala 1 Pista de tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a5ec69590db2110VgnVCM1000000b205a0aRCRD,FRANCISCO LAGUNA,CALLE,26,PUENTE DE VALLECAS,40.39051190105737,-3.669975407440883
Instalación Deportiva Municipal Básica Francisco de Goya (antigua Mozart),1 Campo de fútbol 7,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3416f80f8de5c210VgnVCM1000000b205a0aRCRD,MOZART,INST. DEPORTIVA BASICA,,DISTRITO,40.42538917827494,-3.7244983193890495
Instalación Deportiva Municipal Básica Frontón Orcasitas,1 Pista de frontón corto,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4e92784040e1110VgnVCM1000000b205a0aRCRD,RAFAELA YBARRA,AVENIDA,103,USERA,40.37064655641207,-3.712229879684724
Instalación Deportiva Municipal Básica Frontón Polideportivo San Fermín,1 Frontón corto,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf3908570f39d210VgnVCM2000000c205a0aRCRD,SAN MAXIMO,CALLE,10,USERA,40.376095950252086,-3.692932350392072
Instalación Deportiva Municipal Básica Frontón San Fermín,1 Pista de frontón corto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd6a8d498a5e1110VgnVCM1000000b205a0aRCRD,DE PERALES,CAMINO,136,USERA,40.36990586456809,-3.6872392651660495
Instalación Deportiva Municipal Básica Frontón Tudelillas,1 Pista de frontón corto,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86121b40e9891110VgnVCM2000000c205a0aRCRD,PABLO IGLESIAS,AVENIDA,62,TETUAN,40.451690390542296,-3.711021047869016
Instalación Deportiva Municipal Básica Frontón Zofio (antiguo Zofío II),1 Pista de frontón corto,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4744bb2984e1110VgnVCM1000000b205a0aRCRD,RICARDO BELTRAN Y ROZPIDE,CALLE,16,USERA,40.37992590963709,-3.7180064038885896
Instalación Deportiva Municipal Básica Fuente Espina,Minipista de patinaje.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cf9f533a3468710VgnVCM1000001d4a900aRCRD,FUENTESPINA,CALLE,29,VILLA DE VALLECAS,40.379273217545474,-3.606412694549229
Instalación Deportiva Municipal Básica Fuente de Lima,1 Pista de Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4756f9a1382b2110VgnVCM1000000b205a0aRCRD,FUENTE DE LIMA,CALLE,24,LATINA,40.3825571125298,-3.781874842527356
