PK,NOMBRE,HORARIO,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD
5993155,Parque Arroyo Fresno,,Zonas infantiles Instalaciones deportivas Zona de petancas,"Bus: 49  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=915fc8c5494be210VgnVCM2000000c205a0aRCRD,VENTISQUERO DE LA CONDESA,AVENIDA,V,43.0,MADRID,MADRID,28035.0,MIRASIERRA,FUENCARRAL-EL PARDO,439248.0,4482708.0,40.49284296962057,-3.7169069720385446
10703881,Parque Arroyo Pozuelo,,"Zonas infantiles: 5 áreas infantiles distribuidos por el parque Zonas de mayores: 2 áreas Área canina. Instalaciones deportivas:   - Instalación deportiva municipal (2 pistas de baloncesto, 3 pistas de futbol sala y 2 campos de fútbol 11de tierra).   -   Instalación Deportiva Municipal Básica C.F. Nuestra Señora del Buen Camino (Campo de futbol 11 de hierba).     Carril bici: 2,1 kilómetros","Transporte más próximo:  Autobús: 160  Otros trasportes cercanos:  Autobús: 161 Autobús interurbano: 658 Tren: Estación de Aravaca (Líneas C-7 y C-10) Metro-ligero/Tranvía: Estación de Aravaca (Línea 2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c097f9e8ecf33610VgnVCM2000001f4a900aRCRD,Arroyo Pozuelo,Calle,T,63.42713567839196,MADRID,MADRID,28082.0,,MONCLOA-ARAVACA,433385.0,4478502.0,40.45451429342977,-3.7856220495572703
5992721,Parque Arroyo de los Pinos,,Zonas infantiles,"Metro: Antonio Machado (linea 7) Bus: 132  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b97545fb44be210VgnVCM2000000c205a0aRCRD,JOAQUIN LORENZO,CALLE,V,21.0,MADRID,MADRID,28035.0,PEÑA GRANDE,FUENCARRAL-EL PARDO,438613.0,4480559.0,40.47343735166941,-3.7241915440169024
5982306,Parque Avenida de Portugal,,No especificado,"Bus: 25, 33, 31, 36, 39, 65, 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4838d459b008e210VgnVCM1000000b205a0aRCRD,A-5,AUTOVIA,T,300.0,MADRID,MADRID,28011.0,PUERTA DEL ANGEL,LATINA,437583.0,4473763.0,40.41214880704316,-3.735662031240937
5977882,Parque Azorín,,Zonas infantiles  Zonas de mayores Instalaciones deportivas Fuente ornamental,"Metro: Buenos Aires (línea 1) Bus: 10, 54, 58, 103, 136  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcdc36e498c6e210VgnVCM2000000c205a0aRCRD,ALBUFERA,AVENIDA,V,142.0,MADRID,MADRID,28038.0,PALOMERAS BAJAS,PUENTE DE VALLECAS,444449.0,4471411.0,40.39144717132174,-3.6545377410677498
5983153,Parque Barrio Las Musas,,Zonas Infantiles,"Metro: Las Musas (linea 7) Bus: 38, 140   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf326ca7fd08e210VgnVCM1000000b205a0aRCRD,NIZA,AVENIDA,V,55.0,MADRID,MADRID,28022.0,ROSAS,SAN BLAS-CANILLEJAS,448462.0,4475856.0,40.43173953068984,-3.607628369908832
6064773,Parque Begoña,,No especificado,"Bus: 125 y 135 RENFE: Ramón y Cajal  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b240b11e59df210VgnVCM2000000c205a0aRCRD,SAN MODESTO,CALLE,V,1.0,MADRID,MADRID,28034.0,VALVERDE,FUENCARRAL-EL PARDO,441756.0,4481696.0,40.48390626699566,-3.687220746230517
5991086,Parque Biosaludable,,Zonas caninas Instalaciones deportivas,"Metro: El Capricho (línea 5) Bus: 101, 114, 115 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cefff6b235ae210VgnVCM1000000b205a0aRCRD,ALAMEDA DE OSUNA,PASEO,V,8.0,MADRID,MADRID,28042.0,ALAMEDA DE OSUNA,BARAJAS,448815.0,4478108.0,40.452057731817305,-3.603648361419777
5977653,Parque Campo de la Paloma,,Zonas infantiles  Zonas caninas,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dfae2fa26c6e210VgnVCM2000000c205a0aRCRD,RAFAEL ALBERTI,AVENIDA,V,38.0,MADRID,MADRID,28018.0,PALOMERAS SURESTE,PUENTE DE VALLECAS,445358.0,4470511.0,40.38339946706653,-3.643762543356842
5984392,Parque Caramuel,,Zonas infantiles Zonas de mayores Instalaciones deportivas Zona de patinaje,"Bus: 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=272fc45f7309e210VgnVCM1000000b205a0aRCRD,CARAMUEL,CALLE,V,53.0,MADRID,MADRID,28011.0,PUERTA DEL ANGEL,LATINA,438111.0,4473317.0,40.4081704733386,-3.729395994595502
5982718,Parque Cerro Almodóvar,,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas Auditorios Monumento y kiosco,"Bus: 25, 31 y 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0568fda02908e210VgnVCM1000000b205a0aRCRD,MARCELINO CASTILLO,CALLE,V,29.0,MADRID,MADRID,28047.0,ALUCHE,LATINA,436799.0,4471748.0,40.393928614376,-3.744713323980896
5995330,Parque Cerro Peñabel,,Zonas infantiles,"Bus: 42, 132 y 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ffeb404aa9be210VgnVCM1000000b205a0aRCRD,CANDIDO MATEOS,CALLE,V,12.0,MADRID,MADRID,28035.0,PEÑA GRANDE,FUENCARRAL-EL PARDO,439123.0,4480624.0,40.47406043289477,-3.718181785566969
5978133,Parque Cerro del Tío Pío,,Zonas infantiles Zonas de mayores Instalaciones deportivas Kiosco Bar,"Bus: 54, 141 y 143  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=956bf5edd607e210VgnVCM1000000b205a0aRCRD,BENJAMIN PALENCIA,CALLE,V,2.0,MADRID,MADRID,28038.0,NUMANCIA,PUENTE DE VALLECAS,444395.0,4472030.0,40.39701982315709,-3.655239797848888
5991635,Parque Cerro Águila,,No especificado,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=129b315b7b3be210VgnVCM2000000c205a0aRCRD,CERRO DEL AGUILA,CAMINO,V,1.0,MADRID,MADRID,28023.0,ARAVACA,MONCLOA-ARAVACA,435408.0,4478196.0,40.45190771190827,-3.761757187185669
5979417,Parque Ciudad de los Ángeles,,Zonas infantiles Zonas de mayores Instalaciones deportivas Templete,"Metro: Villaverde Bajo Cruce (linea 3) Bus: 18, 126 y 86  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca515ce64717e210VgnVCM2000000c205a0aRCRD,ANOETA,CALLE,V,14.0,MADRID,MADRID,28041.0,LOS ANGELES,VILLAVERDE,440865.0,4467155.0,40.35285094988024,-3.6963807727286353
5991699,Parque Cuesta del Galbán,,No especificado,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c37e65ba3d3be210VgnVCM2000000c205a0aRCRD,GALBAN,CUESTA,V,2.0,MADRID,MADRID,28023.0,ARAVACA,MONCLOA-ARAVACA,434871.0,4478011.0,40.45019927443574,-3.768070614824996
6457169,Parque Cuña Verde de Vicálvaro. Zona A,,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas.,"Metro: Vicálvaro (linea 9) Bus: E3  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=402f9191ce6b7310VgnVCM2000000c205a0aRCRD,DAROCA,AVENIDA,V,300.0,MADRID,MADRID,28032.0,AMBROZ,VICALVARO,447563.0,4473414.0,40.40969329689759,-3.618025439807104
5984224,Parque Cuña Verde de Vicálvaro. Zona B,,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas Auditorios,"Metro: San Cipriano (linea 9) Bus: 4 , E3, 100  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2030b8c8d109e210VgnVCM2000000c205a0aRCRD,DAROCA,AVENIDA,V,299.0,MADRID,MADRID,28032.0,AMBROZ,VICALVARO,447659.0,4473371.0,40.40930295868704,-3.616890442862423
6457255,Parque Cuña Verde de Vicálvaro. Zona C,,Aparcamiento de sustrato terrizo,"Metro: Avenida de Guadalajara (línea 2) Bus: E2  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2557b6495f6b7310VgnVCM2000000c205a0aRCRD,CANILLEJAS A VICALVARO,AVENIDA,V,102.0,MADRID,MADRID,28032.0,CASCO H.VICALVARO,VICALVARO,448175.0,4474190.0,40.41672706688541,-3.610853061814312
5982087,Parque Dehesa de la Villa,,Zonas infantiles Zonas de mayores Instalaciones deportivas Puntos de información ambiental Carril Bici Kioscos,"Metro: Francos Rodriguez y Valdezarza (línea 7). Autobús: 44, 64, 82, 126, 127 y 132  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2e013a90fb7e210VgnVCM2000000c205a0aRCRD,DEHESA DE LA VILLA,CARRETERA,V,1.0,MADRID,MADRID,28040.0,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,438892.0,4478863.0,40.45817981904011,-3.7207253118064822
5987289,Parque Duque de Ahumada,,Zonas infantiles Zonas caninas,"Metro: San Cipriano (línea 9)  Bus: 4 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9445ff7fa5a9e210VgnVCM1000000b205a0aRCRD,LAGO VAN,CALLE,V,16.0,MADRID,MADRID,28032.0,CASCO H.VICALVARO,VICALVARO,448560.0,4472870.0,40.4048457851104,-3.606231541415761
5994901,Parque El Calero,,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas Auditorios,"Metro: Quintana y Carmen (línea 5) Bus: 21, 48 y 146  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba9545b9b59be210VgnVCM2000000c205a0aRCRD,JOSE DEL HIERRO,CALLE,V,1.0,MADRID,MADRID,28027.0,CONCEPCION,CIUDAD LINEAL,444707.0,4476306.0,40.43555222953495,-3.6519351470803567
5995399,Parque El Cedral,,Instalaciones deportivas,"Bus: 7, 9, 70, 72 y 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=505093e51b9be210VgnVCM2000000c205a0aRCRD,ARTURO SORIA,CALLE,V,233.0,MADRID,MADRID,28033.0,ATALAYA,CIUDAD LINEAL,443618.0,4479348.0,40.462882951414265,-3.665044100462656
5981476,Parque El Cruce,,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas,"Metro: Villaverde Bajo - Cruce (línea 3) Autobús: 18, 22, 86, 116 y 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03ff24622fa7e210VgnVCM2000000c205a0aRCRD,ALCOCER,CALLE,V,1.0,MADRID,MADRID,28021.0,LOS ANGELES,VILLAVERDE,441024.0,4466944.0,40.35097040369239,-3.69448912432986
6012426,Parque Emir Mohamed I,"10:00 a 21:00 horas, fines de semana y festivos",No especificado,"Bus: 3, 31 , 41 , 50 , 65  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6671a26fbf7ee210VgnVCM1000000b205a0aRCRD,RAMON,CUESTA,V,1.0,MADRID,MADRID,28013.0,PALACIO,CENTRO,439357.0,4473997.0,40.41438785232736,-3.7147888896558183
5991419,Parque Emperatriz María de Austria,,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas Auditorios Circuito deportivo Carril bici Zona bicicrós Zona cometas,"Bus: 47 , 81 , 108 , 116 , 121 , 131 , 155 Metro: Plaza Elíptica (línea 6 y 11) , Abrantes (línea 11)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57fc4fc4583be210VgnVCM1000000b205a0aRCRD,VIA LUSITANA,CALLE,V,3.0,MADRID,MADRID,28025.0,ABRANTES,CARABANCHEL,438652.0,4470443.0,40.382311100280766,-3.7227552919050586
5965783,Parque Enrique Tierno Galván,,Zonas infantiles Instalaciones deportivas Auditorios Carril bici Circuito Biosaludable  En el mismo se encuentran el Planetario y el Cine IMAX,"Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e09f680e2383e210VgnVCM1000000b205a0aRCRD,MENESES,CALLE,V,4.0,MADRID,MADRID,28045.0,LEGAZPI,ARGANZUELA,442152.0,4471501.0,40.39210151448589,-3.681620654746187
5979033,Parque Entrevías Forestal,,Carril bici Mirador,"Bus: 88  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5be77fb92217e210VgnVCM1000000b205a0aRCRD,EMBAJADORES,CALLE,V,251.0,MADRID,MADRID,28053.0,ENTREVIAS,PUENTE DE VALLECAS,443371.0,4468797.0,40.36782603611024,-3.6670181171393055
5978478,Parque Entrevías Urbano,,Zonas infantiles Zonas caninas Instalaciones deportivas Auditorios Bar Mirador,"Bus: 102, 111 Renfe: Asamblea de Madrid, Entrevías  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0190f1d80c07e210VgnVCM1000000b205a0aRCRD,SUR,RONDA,V,8.0,MADRID,MADRID,28053.0,ENTREVIAS,PUENTE DE VALLECAS,443138.0,4469322.0,40.37253969509114,-3.669809160205961
5986948,Parque Este de Valdebernardo,,Ruta para bicicletas con circuito de habilidad para mountain-bike,"Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef74c9728e99e210VgnVCM1000000b205a0aRCRD,DEMOCRACIA,AVENIDA,V,25.0,MADRID,MADRID,28031.0,CASCO H.VICALVARO,VICALVARO,447520.0,4471609.0,40.393429973468265,-3.618383391636273
5991581,Parque Eugenia de Montijo,,Zonas infantiles Zonas de mayores Instalaciones deportivas Circuito Deportivo,"Metro: Eugenia de Montijo (línea 5) Bus: 17 , 35 , 121 , 131 , 139  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d86dd17d93be210VgnVCM1000000b205a0aRCRD,PARQUE EUGENIA DE MONTIJO,CALLE,V,3.0,MADRID,MADRID,28047.0,VISTA ALEGRE,CARABANCHEL,436105.0,4470144.0,40.37942623334737,-3.752717445398877
6009920,Parque Eva Duarte,Abierto de 7:30 a 00 horas,Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas,"Metro: Manuel Becerra (línea 2 y 6) Bus: 12, 43, 56, 143, 156   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a55f223d4b2ee210VgnVCM1000000b205a0aRCRD,DOCTOR GOMEZ ULLA,CALLE,V,9.0,MADRID,MADRID,28028.0,GUINDALERA,SALAMANCA,443337.0,4475684.0,40.42985671996897,-3.668031432543624
10554813,Parque Forestal Fuente Carrantona,,Instalaciones para mayores Zonas infantiles para todas las capacidades,"Autobuses: E2, E4, 30, 100, 140 Metro: Alsacia (L2)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0a05d12ac8ef510VgnVCM2000001f4a900aRCRD,FUENTE CARRANTONA,CALLE,V,38.0,MADRID,MADRID,28030.0,HORCAJO,MORATALAZ,446570.0,4473464.0,40.41008304101258,-3.629714182785988
10706071,Parque Forestal Julio Alguacil Gómez,,Circuito para bicicletas. zonas de juegos infantiles. zona para perros en libertad. Fuentes ornamentales,"Acceso en coche:  Desde M-40 por salida 24, dirección Ctra Carabanchel a Villaverde. Desde Avenida de los Poblados, a calle Rafaela Ibarra, continuación hasta Ctra Carabanchel a Villaverde Desde Calle Alcocer, Calle Villalonso o Av Real de Pinto, hasta intersección con Ctra Carabanchel a Villaverde    Acceso en transporte público:  autobús MT 131   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bab840b7ce43610VgnVCM1000001d4a900aRCRD,Ctra Carabanchel a Villaverde  con vuelta Calle Verde Viento,PARQUE,T,63.42713567839196,MADRID,MADRID,28005.0,,DISTRITO,439059.0,4468043.0,40.36073540960827,-3.717718673604328
7923966,Parque Forestal de Valdebebas-Felipe VI,Primavera: 2 de marzo al 31 de mayo de 8 a 20:30 horas Verano: 1 de junio al 14 de octubre de 8 a 22 horas Invierno: 15 de octubre al 1 de marzo de 9 a 18:30 horas,No especificado,"Bus: 174 y SE  799.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65eda830bd9eb410VgnVCM2000000c205a0aRCRD,LAS FUERZAS ARMADAS,AVENIDA,V,11.0,MADRID,MADRID,28055.0,VALDEFUENTES,HORTALEZA,445636.0,4481782.0,40.48494412599755,-3.641451621738692
6451513,Parque Forestal de Vicálvaro,,Zonas caninas Instalaciones deportivas,"Metro: San Cipriano, Puerta de Arganda (linea 9) Bus: E3 Renfe: Vicálvaro  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac3691cda0d97310VgnVCM2000000c205a0aRCRD,POLIDEPORTIVO,PASEO,V,1.0,MADRID,MADRID,28032.0,AMBROZ,VICALVARO,448560.0,4473466.0,40.41022401774968,-3.60626801415248
5968930,Parque Félix Rodríguez de la Fuente,,Zonas infantiles Instalaciones deportivas Circuito Biosaludable,"Metro: Avenida la Paz (línea 4) Bus: 9 , 72 , 73 , 120  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1b7e63d0384e210VgnVCM1000000b205a0aRCRD,PADRE CLARET,CALLE,V,38.0,MADRID,MADRID,28002.0,PROSPERIDAD,CHAMARTIN,443583.0,4478145.0,40.45205238274073,-3.6653500732558792
5982998,Parque General Fanjul - Santa Margarita,,Zonas infantiles Zonas de mayores Instalaciones deportivas Monumento,"Bus: 17, 34, 39, 117, 139 Renfe: Las Águilas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=972c17fe7c08e210VgnVCM1000000b205a0aRCRD,DE LAS ÁGUILAS,AVENIDA,V,144.0,MADRID,MADRID,28044.0,LAS AGUILAS,LATINA,433494.0,4470268.0,40.38033890061462,-3.783498476616184
6004533,Parque Hortaleza,Abierto las 24 horas.,Zonas infantiles Zonas caninas Instalaciones deportivas,"Bus: 7 , 9 , 29 , 72 , 87 , 107 , 129 , 172 , 172SF  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b482c897848de210VgnVCM1000000b205a0aRCRD,ESTACION DE HORTALEZA,CARRETERA,V,18.0,MADRID,MADRID,28033.0,PINAR DEL REY,HORTALEZA,444838.0,4481265.0,40.48024318499327,-3.650809942180937
5981830,Parque Huerta del Obispo.,,Zonas infantiles Instalaciones deportivas,"Bus: 22 , 76 , 79  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2899b20479b7e210VgnVCM2000000c205a0aRCRD,PALOMARES,CALLE,V,34.0,MADRID,MADRID,28021.0,SAN ANDRES,VILLAVERDE,439520.0,4466514.0,40.34698009231551,-3.712145719392749
5987836,Parque Juan Carlos I,De junio a septiembre: Todos los días de 7 a 1 horas. De octubre a mayo: Viernes y sábados de 7 a 24 horas. Resto de la semana de 7 a 23 horas. Para más información consultar 'Información detallada del Parque Juan Carlos I',Zonas infantiles     Zonas de mayores     Zonas caninas     Instalaciones deportivas     Puntos de información ambiental     Auditorios     Préstamo de bicicletas  Para más información consultar 'Información detallada del Parque Juan Carlos I',"Metro: Feria de Madrid (línea 8)  Bus: 104, 112, 122  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d9a78a0dea9e210VgnVCM1000000b205a0aRCRD,"S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5",GLORIETA,V,5.0,MADRID 28042,MADRID,28042.0,CORRALEJOS,BARAJAS,447867.0,4478996.0,40.45999848510341,-3.614888870630359
5996223,Parque Juan Pablo II,Abierto de 7 a 23 horas.,Zonas infantiles Zonas caninas Instalaciones deportivas Carril bici,"Bus: 112 , 122  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea452f20e2ebe210VgnVCM2000000c205a0aRCRD,MACHUPICHU,AVENIDA,V,1.0,MADRID,MADRID,28043.0,PIOVERA,HORTALEZA,447131.0,4478496.0,40.45544764269407,-3.623539375307719
11040880,Parque Juan de la Cosa,,Zonas infantiles,"Metro: líneas 8 y 9 (Colombia)  Bus: 14,7,16,29,51",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=949c882879abd610VgnVCM1000001d4a900aRCRD,VICTOR ANDRES BELAUNDE,CALLE,V,1.0,MADRID,MADRID,28016.0,HISPANOAMERICA,CHAMARTIN,442411.0,4478397.0,40.45424210617104,-3.679171627391412
5993167,Parque La Rinconada,,Zonas infantiles,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60ce7016894be210VgnVCM1000000b205a0aRCRD,HIENDELAENCINA,CALLE,V,9.0,MADRID,MADRID,28023.0,ARAVACA,MONCLOA-ARAVACA,435014.0,4478821.0,40.45750725687833,-3.766455491041625
